-0.6072228E+02,-0.3305135E+02,1.400,115.90,-250.00
-0.5072228E+02,-0.3305135E+02,1.400,109.24,-250.00
-0.4072228E+02,-0.3305135E+02,1.400,103.12,-250.00
-0.3072228E+02,-0.3305135E+02,1.400,97.64,-250.00
-0.2072228E+02,-0.3305135E+02,1.400,92.92,-250.00
-0.1072228E+02,-0.3305135E+02,1.400,89.07,-89.60
-0.7222798E+00,-0.3305135E+02,1.400,86.22,-89.44
0.9277720E+01,-0.3305135E+02,1.400,84.46,-71.67
0.1927772E+02,-0.3305135E+02,1.400,83.87,-70.92
0.2927772E+02,-0.3305135E+02,1.400,84.46,-70.98
0.3927772E+02,-0.3305135E+02,1.400,86.22,-72.08
0.4927772E+02,-0.3305135E+02,1.400,89.07,-70.95
0.5927772E+02,-0.3305135E+02,1.400,92.92,-67.96
-0.6072228E+02,-0.2305135E+02,1.400,111.06,-250.00
-0.5072228E+02,-0.2305135E+02,1.400,104.09,-250.00
-0.4072228E+02,-0.2305135E+02,1.400,97.64,-250.00
-0.3072228E+02,-0.2305135E+02,1.400,91.84,-250.00
-0.2072228E+02,-0.2305135E+02,1.400,86.80,-250.00
-0.1072228E+02,-0.2305135E+02,1.400,82.67,-250.00
-0.7222798E+00,-0.2305135E+02,1.400,79.59,-89.70
0.9277720E+01,-0.2305135E+02,1.400,77.68,-78.60
0.1927772E+02,-0.2305135E+02,1.400,77.03,-70.18
0.2927772E+02,-0.2305135E+02,1.400,77.68,-70.25
0.3927772E+02,-0.2305135E+02,1.400,79.59,-68.19
0.4927772E+02,-0.2305135E+02,1.400,82.67,-69.28
0.5927772E+02,-0.2305135E+02,1.400,86.80,-74.72
-0.6072228E+02,-0.1305135E+02,1.400,106.93,-250.00
-0.5072228E+02,-0.1305135E+02,1.400,99.67,-250.00
-0.4072228E+02,-0.1305135E+02,1.400,92.92,-250.00
-0.3072228E+02,-0.1305135E+02,1.400,86.80,-250.00
-0.2072228E+02,-0.1305135E+02,1.400,81.45,-250.00
-0.1072228E+02,-0.1305135E+02,1.400,77.03,-250.00
-0.7222798E+00,-0.1305135E+02,1.400,73.72,-250.00
0.9277720E+01,-0.1305135E+02,1.400,71.65,-81.71
0.1927772E+02,-0.1305135E+02,1.400,70.95,-69.47
0.2927772E+02,-0.1305135E+02,1.400,71.65,-69.55
0.3927772E+02,-0.1305135E+02,1.400,73.72,-69.64
0.4927772E+02,-0.1305135E+02,1.400,77.03,-69.72
0.5927772E+02,-0.1305135E+02,1.400,81.45,-65.94
-0.6072228E+02,-0.3051346E+01,1.400,103.60,-250.00
-0.5072228E+02,-0.3051346E+01,1.400,96.09,-250.00
-0.4072228E+02,-0.3051346E+01,1.400,89.07,-250.00
-0.3072228E+02,-0.3051346E+01,1.400,82.67,-250.00
-0.2072228E+02,-0.3051346E+01,1.400,77.03,-250.00
-0.1072228E+02,-0.3051346E+01,1.400,72.35,-250.00
-0.7222798E+00,-0.3051346E+01,1.400,68.80,-250.00
0.9277720E+01,-0.3051346E+01,1.400,66.59,-250.00
0.1927772E+02,-0.3051346E+01,1.400,65.83,-68.82
0.2927772E+02,-0.3051346E+01,1.400,66.59,-68.92
0.3927772E+02,-0.3051346E+01,1.400,68.80,-69.20
0.4927772E+02,-0.3051346E+01,1.400,72.35,-69.64
0.5927772E+02,-0.3051346E+01,1.400,77.03,-70.18
-0.6072228E+02,0.6948654E+01,1.400,101.16,-250.00
-0.5072228E+02,0.6948654E+01,1.400,93.46,-250.00
-0.4072228E+02,0.6948654E+01,1.400,86.22,-250.00
-0.3072228E+02,0.6948654E+01,1.400,79.59,-250.00
-0.2072228E+02,0.6948654E+01,1.400,73.72,-250.00
-0.1072228E+02,0.6948654E+01,1.400,68.80,-250.00
-0.7222798E+00,0.6948654E+01,1.400,65.07,-250.00
0.9277720E+01,0.6948654E+01,1.400,62.72,-250.00
0.1927772E+02,0.6948654E+01,1.400,61.92,-68.28
0.2927772E+02,0.6948654E+01,1.400,62.72,-68.40
0.3927772E+02,0.6948654E+01,1.400,65.07,-250.00
0.4927772E+02,0.6948654E+01,1.400,68.80,-250.00
0.5927772E+02,0.6948654E+01,1.400,73.72,-250.00
-0.6072228E+02,0.1694865E+02,1.400,99.67,-250.00
-0.5072228E+02,0.1694865E+02,1.400,91.84,-250.00
-0.4072228E+02,0.1694865E+02,1.400,84.46,-250.00
-0.3072228E+02,0.1694865E+02,1.400,77.68,-250.00
-0.2072228E+02,0.1694865E+02,1.400,71.65,-250.00
-0.1072228E+02,0.1694865E+02,1.400,66.59,-65.50
-0.7222798E+00,0.1694865E+02,1.400,62.72,-65.88
0.9277720E+01,0.1694865E+02,1.400,60.28,-65.96
0.1927772E+02,0.1694865E+02,1.400,59.45,-67.93
0.2927772E+02,0.1694865E+02,1.400,60.28,-68.05
0.3927772E+02,0.1694865E+02,1.400,62.72,-65.05
0.4927772E+02,0.1694865E+02,1.400,66.59,-68.43
0.5927772E+02,0.1694865E+02,1.400,71.65,-69.59
-0.6072228E+02,0.2694865E+02,1.400,99.17,-250.00
-0.5072228E+02,0.2694865E+02,1.400,91.29,-250.00
-0.4072228E+02,0.2694865E+02,1.400,83.87,-250.00
-0.3072228E+02,0.2694865E+02,1.400,77.03,-250.00
-0.2072228E+02,0.2694865E+02,1.400,70.95,-250.00
-0.1072228E+02,0.2694865E+02,1.400,65.83,-73.22
-0.7222798E+00,0.2694865E+02,1.400,61.92,-70.94
0.9277720E+01,0.2694865E+02,1.400,59.45,-68.66
0.1927772E+02,0.2694865E+02,1.400,58.60,-67.81
0.2927772E+02,0.2694865E+02,1.400,59.45,-67.93
0.3927772E+02,0.2694865E+02,1.400,61.92,-65.65
0.4927772E+02,0.2694865E+02,1.400,65.83,-71.07
0.5927772E+02,0.2694865E+02,1.400,70.95,-68.67
-0.6072228E+02,0.3694865E+02,1.400,99.67,-250.00
-0.5072228E+02,0.3694865E+02,1.400,91.84,-250.00
-0.4072228E+02,0.3694865E+02,1.400,84.46,-250.00
-0.3072228E+02,0.3694865E+02,1.400,77.68,-250.00
-0.2072228E+02,0.3694865E+02,1.400,71.65,-250.00
-0.1072228E+02,0.3694865E+02,1.400,66.59,-64.66
-0.7222798E+00,0.3694865E+02,1.400,62.72,-62.16
0.9277720E+01,0.3694865E+02,1.400,60.28,-64.72
0.1927772E+02,0.3694865E+02,1.400,59.45,-67.93
0.2927772E+02,0.3694865E+02,1.400,60.28,-68.05
0.3927772E+02,0.3694865E+02,1.400,62.72,-62.44
0.4927772E+02,0.3694865E+02,1.400,66.59,-65.03
0.5927772E+02,0.3694865E+02,1.400,71.65,-63.80
